"PermisoId","NumeroPermiso","RazonSocial","Calle","CodigoPostal","Colonia","Latitud","Longitud","Regular","Premium","Diesel","FechaAplicacion"
"9746","PL/8305/EXP/ES/2015","GLV GASOLINERA LAS VILLAS S. A. DE C. V.","DIANA LAURA RIOJAS NUMERO 100","85420","LOS LAGOS GUAYMAS","27.94699","-110.9246","15.92","17.69","",""
"9747","PL/8287/EXP/ES/2015","POLIGAS  S.A. DE C.V.","PERIFERICO ECOLOGICO KM. 5","72761","S/C","19.09676","-98.28426","15.78","17.55","16.85","1/6/2017 7:21:00 PM"
"9748","PL/8309/EXP/ES/2015","ENERGETICOS PARA TODOS  S.A. DE C.V.","JUAN SANCHEZ AZCONA # 185","64500","DEL NORTE","25.7081","-100.3097","16.31","18.19","17.03",""
"9749","PL/8613/EXP/ES/2015","GASOLINERA SILTEPEC  S.A. DE C.V.","CARRETERA SILTEPEC-MOTOZINTLA SIN NUMERO","30980","BARRIO LAS CRUCES","15.55037","-92.31972","16.1","","17.17",""
"9750","PL/8177/EXP/ES/2015","HIDROSINA PLUS  S. .A.  DE C. V.","BOULEVARD HEROES DE 5 DE MAYO NUM. 1101","72080","SANTA MARIA","19.07138","-98.19372","15.78","17.55","",""
"9751","PL/8466/EXP/ES/2015","HIDROSINA PLUS  S.A. DE C.V.","PROL. GONZALEZ Y AV. LEYES DE REFORMA NO. 2035","87479","PARQUE INDUSTRIAL","25.87729","-97.52164","15.8","17.46","",""
"9752","PL/8638/EXP/ES/2015","CARLOS HERNAN FIGUEROA MARTINEZ","CALLE 41  TABLAJE CATASTRAL 4088","97780","S/C","21.58389","-88.57333","15.42","17.19","","1/29/2017 12:00:00 AM"
"9753","PL/8711/EXP/ES/2015","SERVICIO NAINARI LAS TORRES  S.A. DE C.V.","NO REELECCION 2602 OTE","85064","LAS HACIENDAS SECC. LOS MONJES III","27.4915","-109.9052","16.08","17.86","",""
"9754","PL/8293/EXP/ES/2015","JUAN MANUEL MU%OZ LUEVANO","BOULEVARD FUNDADORES 8550","25016","PUERTA DEL ORIENTE","25.43558","-100.91","15.98","17.75","17.05",""
"9755","PL/8367/EXP/ES/2015","GRUPO INMOBILIARIA DIXA SA DE CV","REPUBLICA DE BRASIL #1092","80020","INFONAVIT HUMAYA","24.82139","-107.4101","16.24","18.01","",""
"9756","PL/8679/EXP/ES/2015","GASOLINERA DEL FRESNO  S.A. DE C.V.","CARRETERA CHIHUAHUA - HERMOSILLO-CUAUHTEMOC KM 14.47","31030"," S/C","28.54031","-106.1679","16.12","18.08","17.39",""
"9757","PL/8312/EXP/ES/2015","IRENE GUADALUPE NAVIDAD CARDENAS","SANTA ROSA NO.3620","82173","BUROCRATA","23.25575","-106.4065","15.94","17.71","","1/22/2017 1:31:00 PM"
"9758","PL/8515/EXP/ES/2015","ENERGETICOS Y LUBRICANTES S.A. DE C.V.","AV DE LOS ANGELES ORIENTE # 3450","69517","COYOACAN","25.70755","-100.2712","16.31","18.19","",""
"9759","PL/8682/EXP/ES/2015","SUPER SERVICIO 5 DE MAYO S.A. DE C.V.","CARRETERA 57 KM 186+700","78700"," CENTRO","23.62031","-100.6402","15.97","17.75","17.05",""
"9760","PL/8669/EXP/ES/2015","MULTISERVICIOS ESPECIALIZADOS MORITA  S.A. DE C.V.","LIBRAMIENTO CARRETERO NO. 1896","47270","MEXICO","21.53213","-102.2444","16.16","","",""
"9761","PL/8684/EXP/ES/2015","LUIS LAURO TORRES VELEZ","FCO. I. MADERO NO. 105","27640","ZONA CENTRO","26.98405","-102.0652","16.46","18.22","17.54","1/14/2017 12:40:00 AM"
"9762","PL/8506/EXP/ES/2015","COMBUSTIBLES Y LUBRICANTES DON JUSTO S.A. DE C.V.","CARR FED. 180 ALVARADO - LERDO KM 66.460 ","95271"," LOC. IXTLACCIHUATL","0","0","15.33","17.11","16.41",""
"9763","PL/8229/EXP/ES/2015","RAMONA SALAS","KM. 3 CARRETERA A SAN FELIPE S/N","21700","CERRO PRIETO 2","32.58112","-115.4282","16.17","17.95","17.29",""
"9764","PL/8709/EXP/ES/2015","MARIA DE JESUS WONG VILLARREAL","KM. 11 CARRET. DESVIO A MAZATAN","30650","Sin Colonia","14.88536","-92.45301","15.95","","17.02",""
"9765","PL/8539/EXP/ES/2015","SUCESION INTESTAMENTARIA A BIENES DE MANUEL POZOS ALDAVE","KM 81 CARRET. FED. PUEBLA-TEZIUTLAN","73780","Sin Colonia","19.49565","-97.66661","15.71","17.48","16.78",""
"9766","PL/8216/EXP/ES/2015","SERVICIO REVOLUCION DE PUEBLA  S.A. DE C.V.","AV 25 PONIENTE NO. 3321","72400","SANTA CRUZ LOS ANGELES","19.04791","-98.22966","15.78","17.55","","1/13/2017 3:00:00 PM"
"9767","PL/8778/EXP/ES/2015","GASOLINERA LOS ENCINOS  S. A. DE C. V.","AVE. TECNOLOGICO NO. 983","84065","GRANJA","31.28888","-110.96","16.23","18.15","",""
"9768","PL/8656/EXP/ES/2015","AUTO SERVICIO AIRAPI S.A.DE C.V.","BLVD FORJADORES SUDCALIFORNIA","23079","LAS GARZAS","24.13339","-110.3122","16","17.76","17.07",""
"9769","PL/8616/EXP/ES/2015","SERVICIO CACAHOATAN  SA DE CV","CALLE SEXTA ORIENTE ESQUINA VEINTISIETE Y AVE.SUR.","30891","ADMINISTRACION CACAHOTAN","14.98652","-92.15965","","","17.02","1/27/2017 1:42:00 PM"
"9769","PL/8616/EXP/ES/2015","SERVICIO CACAHOATAN  SA DE CV","CALLE SEXTA ORIENTE ESQUINA VEINTISIETE Y AVE.SUR.","30891","ADMINISTRACION CACAHOTAN","14.98652","-92.15965","15.95","","","1/27/2017 1:43:00 PM"
"9769","PL/8616/EXP/ES/2015","SERVICIO CACAHOATAN  SA DE CV","CALLE SEXTA ORIENTE ESQUINA VEINTISIETE Y AVE.SUR.","30891","ADMINISTRACION CACAHOTAN","14.98652","-92.15965","","17.72","","1/27/2017 1:44:00 PM"
"9770","PL/8368/EXP/ES/2015","CONSORCIO GASOLINERO PLUS  S.A. DE C.V.","CALZADA GUADALUPE NO. 52","06250","EX-HIPODROMO DE PERALVILLO","19.45635","-99.12879","16.32","18.19","",""
"9771","PL/8329/EXP/ES/2015","SERVICIO CENTRO COMERCIAL CHILPANCINGO  S.A. DE C.V.","BLVD. VICENTE GUERRERO  560","39096","SALUBRIDAD","17.51567","-99.48233","15.97","17.74","17.04","1/18/2017 9:20:00 PM"
"9772","PL/8349/EXP/ES/2015","ALEJANDRO ROBLES MENDEZ","CARRETERA TECAMACHALCO - CAÑADA KM. 3+800","75480"," SIN COLONIA","18.90395","-97.70091","15.78","17.55","16.85","1/14/2017 12:30:00 AM"
"9773","PL/8407/EXP/ES/2015","SERVICIO SANTA ROSA DE LIMA  SA DE CV","CARRET. COSTERA S/N  KM. 68 PINOTEPA NACIONAL-PUERTO ESCONDIDO","71800","CENTRO  SANTA ROSA DE LIMA","16.07191","-97.62146","16.1","17.87","17.17",""
"9774","PL/8640/EXP/ES/2015","SERVICIO MIGUEL ANGEL  S.A. DE C.V.","CARRETERA XALATLACO-TIANGUISTENCO S/N PARAJE TEPOPOTITLA","52680","BARRIO DE SAN AGUSTIN","19.17818","-99.43768","15.97","17.74","17.04","1/17/2017 7:24:00 PM"
"9775","PL/8729/EXP/ES/2015","GASOLINERA LOS ANGELES  S.A. DE C.V.","AV PLUTARCO ELIAS CALLES 1230","84000","MODERNA","31.31102","-110.9439","16.23","18.15","",""
"9776","PL/8765/EXP/ES/2015","SERVICIOS INTEGRADOS DEL SURESTE DE VERACRUZ  S.A. DE C.V.","CARRT. KM 23.5 AUT. COSOLEACAQUE-NVO. TEAPA","96700"," EJIDO TACOTENO","18.01248","-94.51096","15.45","17.22","16.52","1/14/2017 3:49:00 PM"
"9777","PL/8465/EXP/ES/2015","HIDROSINA PLUS  S.A. DE C.V.","BLVD. PUERTO INDUSTRIAL PRIMEX NO. 105","89600","CENTRO","22.39562","-97.93134","15.37","17.14","",""
"9778","PL/8706/EXP/ES/2015","GASOLINERIAS PS  S.A. DE C.V.","AV. GUADALUPE I RAMIREZ  NO. 351","16030","POTRERO SAN BERNARDINO","19.26651","-99.11649","","","17.07","1/14/2017 2:11:00 PM"
"9778","PL/8706/EXP/ES/2015","GASOLINERIAS PS  S.A. DE C.V.","AV. GUADALUPE I RAMIREZ  NO. 351","16030","POTRERO SAN BERNARDINO","19.26651","-99.11649","16.33","","","1/14/2017 2:12:00 PM"
"9778","PL/8706/EXP/ES/2015","GASOLINERIAS PS  S.A. DE C.V.","AV. GUADALUPE I RAMIREZ  NO. 351","16030","POTRERO SAN BERNARDINO","19.26651","-99.11649","","18.2","","1/14/2017 2:13:00 PM"
"9779","PL/8288/EXP/ES/2015","MARIA HILDA VEGA ARRIAGA","AV. RAMON LOPEZ VELARDE NO.50","91001","JOSE VASCONSELOS","19.56858","-96.91138","15.59","17.36","",""
"9780","PL/8578/EXP/ES/2015","MERCANTIL MANTE  S.A. DE C.V.","CALLE JUAREZ NO. 402 ORIENTE","89800","ZONA CENTRO","22.74304","-98.96802","15.63","17.4","",""
"9781","PL/8196/EXP/ES/2015","SERVICIOS GASOLINEROS DE MEXICO  S.A. DE C.V.","PROLONGACION OTILIO GONZALEZ NO. 2939","25023","VALLE SANTA ELENA","25.40522","-100.9748","15.98","17.75","",""
"9782","PL/8462/EXP/ES/2015","ESTACION LA LAGUNA  S.A. DE C.V.","CALZADA PENA Y PENA NO. 86","15270","MORELOS","19.44039","-99.12089","16.32","18.19","",""
"9783","PL/8390/EXP/ES/2015","E.S.G.E.S. S.A. DE C.V.","IGNACIO RAMIREZ NO. 1","24200","CENTRO","18.25477","-92.09595","15.65","","16.72",""
"9784","PL/8439/EXP/ES/2015","SERVICIOS Y LUBRICANTES ALTOS DE CULIACAN  S.A. DE C.V.","CARRETERA MEXICO 15 NO. 580 SUR ","80489","POBL.HIGUERAS DE ABUYA","24.25518","-107.0749","16.24","18.01","17.34",""
"9785","PL/8724/EXP/ES/2015","GASOLINERIA TORNADO  S.A. DE C.V.","AV. LATINOAMERICANA #1452","60160","LOS ANGELES","19.40494","-102.0497","16.26","18.03","17.33",""
"9786","PL/8358/EXP/ES/2015","SERVICIO DEL VALLE LAS TORRES  SA DE CV","AV LAZARO CARDENAS 2301","64790","BALCONES DEL MIRADOR","25.63248","-100.3023","16.31","18.19","",""
"9787","PL/8421/EXP/ES/2015","SERVICIOS GASOLINEROS DE MEXICO  S.A. DE C.V.","BLVD. ANTONIO CARDENAS NO. 7870","25084","RANCHO LA SOLEDAD Y EL REFUGIO","25.35228","-101.0221","15.98","17.75","17.05",""
"9788","PL/8412/EXP/ES/2015","E.S.G.E.S.  S.A. DE C.V.","Carretera Villahermosa Nacajuca Km. 4  s/n  ","86220","SIN COLONIA","18.05362","-92.93642","15.56","17.34","16.63",""
"9789","PL/8377/EXP/ES/2015","CHAVEZ AZPEITIA  SA DE CV","LIB. CARRETERA EPENCHE-LA COFRADIA NO. 1000","49400","Sin Colonia","19.93473","-103.022","16.4","18.17","17.49","1/29/2017 12:01:00 AM"
"9790","PL/8255/EXP/ES/2015","ESTACION DE GAS SANTA MONICA  S.A. DE C.V.","CARRETERA DURANGO TORREON KM. 55  ","34770"," LOCALIDAD FRANCISCO I. MADERO","24.3936","-104.3287","16.27","18.04","17.28",""
"9791","PL/8637/EXP/ES/2015","GASOLINERIA ZAPATA  S.A. DE C.V.","CARRT. FED. EMILIANO ZAPATA-TEZOYUCA # 4","62760","CENTRO","18.83421","-99.18573","15.93","17.7","17","1/7/2017 12:00:00 AM"
"9792","PL/8632/EXP/ES/2015","CARLOS HERNAN FIGUEROA MARTINEZ","CALLE 40 LOTE 25 DEL TABLAJE CATASTRAL NÚMERO 3996","97780","Sin Colonia","20.67094","-88.20329","15.42","","","1/29/2017 12:00:00 AM"
"9793","PL/8577/EXP/ES/2015","COMBUSTIBLES Y LUBRICANTES GHN  S.A. DE C.V.","AV. HIDALGO 5009-B","89100","LOMAS DE LA AURORA","22.26885","-97.8735","15.37","17.14","",""
"9794","PL/8233/EXP/ES/2015","RAMONA SALAS","AV. IGNACIO ALLENDE Y ART. 21 S/N","21735"," EJ. DURANGO","32.24884","-115.2542","16.17","17.95","17.29",""
"9795","PL/8182/EXP/ES/2015","SERVICIO CUARTO SENORIO  S. A. DE C. V.","BOULEVARD REVOLUCION NUMERO 39","90010","Sin Colonia","19.32628","-98.21764","15.78","17.55","16.85",""
"9796","PL/8609/EXP/ES/2015","SERVICIO LLANO EN LLAMAS  S.A. DE C.V.","FRANCISCO I. MADERO NO. 156","48770","S/C","19.70153","-103.987","16.4","18.17","17.49",""
"9797","PL/8333/EXP/ES/2015","SERVICIO LAS FACULTADES  S.A. DE C.V.","LAGUNA TITICACA 510","50100","NUEVA OXTOTITLAN","19.28097","-99.68023","15.97","17.74","17.04","1/19/2017 12:53:00 AM"
"9798","PL/8277/EXP/ES/2015","SERVICIO MOLINO DEL REY  S.A. DE C.V.","PERIFERICO ECOLOGICO NO.2003","72810","CAMPESTRE MORILLOTLA","19.04188","-98.27374","15.78","17.55","16.85","1/6/2017 7:40:00 PM"
"9799","PL/8450/EXP/ES/2015","COMERCIALIZADORA SAN FRANCISCO DE ASIS  SA DE CV","CARR.NACIONAL OMETEPC-ACAPULCO NO.12","41700","CAMPO AEREO","16.69299","-98.41936","","17.65","","1/30/2017 3:18:00 PM"
"9799","PL/8450/EXP/ES/2015","COMERCIALIZADORA SAN FRANCISCO DE ASIS  SA DE CV","CARR.NACIONAL OMETEPC-ACAPULCO NO.12","41700","CAMPO AEREO","16.69299","-98.41936","","","16.96","1/30/2017 3:20:00 PM"
"9799","PL/8450/EXP/ES/2015","COMERCIALIZADORA SAN FRANCISCO DE ASIS  SA DE CV","CARR.NACIONAL OMETEPC-ACAPULCO NO.12","41700","CAMPO AEREO","16.69299","-98.41936","15.89","","","1/30/2017 3:22:00 PM"
"9800","PL/8775/EXP/ES/2015","SERVICIOS VAZQUEZ HERMANOS  SA DE CV","AV INDEPENDENCIA No 307","90339","SAN MIGUEL","19.41689","-98.1469","15.78","17.55","16.85",""
"9801","PL/8252/EXP/ES/2015","HIDROSINA PLUS  S.A. DE C.V.","AV. 12 DE OCTUBRE NO. 200","38020","FRACCIONAMIENTO CELAYA","20.53148","-100.8362","16.09","17.86","",""
"9802","PL/8654/EXP/ES/2015","JULIA AMARO COTA","AV CARMELO PEREZ  NO. 394 ESQ. AV. 410","57710","VICENTE VILLADA","19.39247","-99.00153","16.32","18.19","17.06",""
"9803","PL/8735/EXP/ES/2015","AUTO SERVICIO LA PIEDRERA S.A DE C.V.","AV. GABRIEL LEYVA SUR 1300","81280","INSURGENTES","25.77959","-109.0018","15.94","17.71","17.04",""
"9804","PL/8353/EXP/ES/2015","JOSE CRUZ BOJORGES CASTRO","CAMINO A PAPALOTLA NO. 9","56030","SAN SEBASTIAN","19.55219","-98.88177","0","","0","1/1/1753 12:00:00 AM"
"9804","PL/8353/EXP/ES/2015","JOSE CRUZ BOJORGES CASTRO","CAMINO A PAPALOTLA NO. 9","56030","SAN SEBASTIAN","19.55219","-98.88177","","18.19","","1/17/2017 11:54:00 AM"
"9805","PL/8726/EXP/ES/2015","MULTISERVICIO ROJAS  S.A. DE C.V.","CARRETERA GUDALAJARA-SALTILLO KM. 126","99960","MEZQUITERA SUR ","21.2158","-103.4643","16.4","","17.49","1/8/2017 12:00:00 AM"
"9806","PL/8559/EXP/ES/2015","SERVICIO YUCATANENSE  S. DE R. L. DE C. V.","CALLE 49 NO. 192-A","97700","HUAYITA","21.14639","-88.13751","15.9","17.67","16.97","1/29/2017 12:00:00 AM"
"9807","PL/8403/EXP/ES/2015","JESUS MANUEL MARTINEZ RANGEL","JUAREZ S/N ESQ. CARRETERA A MARIN","65750","Sin Colonia","25.89165","-100.1151","16.23","18.11","16.96","1/19/2017 5:30:00 PM"
"9808","PL/8199/EXP/ES/2015","SERVICIOS GASOLINEROS DE MEXICO  S.A. DE C.V.","AV. MAESTRO ISRAEL CAVAZOS GARZA 335","67114","FRACC. PRIVADAS DE SAN MIGUEL","25.70077","-100.1636","16.31","18.19","",""
"9809","PL/8758/EXP/ES/2015","SERVICIO ZACAPU  S.A. DE C.V.","KM. 77 CARRETERA MEXICO-GUADALAJARA S/N","58680","MODERNA","19.80859","-101.7827","16.29","18.06","17.36",""
"9810","PL/8149/EXP/ES/2015","RAFAEL SILVANO GARCIA SALINAS (SU SUCESION)","CARRT. FED. TOLUCA-AXIXINTLA-TAXCO KM 85+40","51950","BARRIO SANTA MARIA","18.8128","-99.6691","15.97","17.74","17.04",""
"9811","PL/8584/EXP/ES/2015","NACIONAL DE COMBUSTIBLES Y LUBRICANTES  S.A. DE C.V.","AV. 3-A NO. 142","07620","SANTA ROSA","19.52319","-99.16916","16.33","18.2","17.07","1/13/2017 7:50:00 PM"
"9812","PL/8399/EXP/ES/2015","E.S.G.E.S.  S.A. DE C.V.","CALLE 25 ENTRE 2 "C" Y 2"D"   ","24300","ACALAN","18.19567","-91.0462","15.65","","16.72",""
"9813","PL/8340/EXP/ES/2015","SERVICIOS GASOLINEROS DE MEXICO  S.A. DE C.V.","AV. CHAPULTEPEC NO. 2700","67140","VALLE DE CHAPULTEPEC","25.66594","-100.2697","16.31","18.19","",""
"9814","PL/8204/EXP/ES/2015","SERVICIOS GASOLINEROS DE MEXICO  S.A. DE C.V.","AV. FELIX U. GOMEZ NO. 2820","64530","MODERNA","25.69842","-100.2952","16.31","18.19","",""
"9815","PL/8631/EXP/ES/2015","COMBUSTIBLES DEL LAGO  S.A. DE C.V.","LIBRAMIENTO CHAPALA-AJIJIC NO. 134","45920","SAN ANTONIO TLAYACAPAN","20.30116","-103.2427","16.53","18.41","17.26",""
"9816","PL/8722/EXP/ES/2015","ESTACION DE SERVICIO CINCO DE MAYO  S.A. DE C.V.","PROLONGACION AV. ALVARO OBREGON NUM. 4220","84094","NUEVO NOGALES","31.2587","-110.9517","16.23","18.15","17.48",""
"9817","PL/8713/EXP/ES/2015","SUPER SERVICIO ATIZAPAN  S.A. DE C.V.","AV. HIDALGO NO. 66","52900","PRESIDENTE ADOLFO LOPEZ MATEOS","19.56763","-99.25254","16.27","18.14","17.01",""
"9818","PL/8267/EXP/ES/2015","GASOLINERA LA POBLANITA  S. A. DE C. V."," AVENIDA PERIFERICO ECOLOGICO 2222 ESQ. PRIV. 22 D SUR","72580","BARRIO DE SAN JUAN","18.97244","-98.20337","15.78","17.55","16.85","1/6/2017 7:33:00 PM"
"9819","PL/8754/EXP/ES/2015","AUTO SERVICIO LA PIEDRERA  S.A. DE C.V.","LEONA VICARIO S/N LOTE F-1 FRAC.F PARC.122ZZP1/3","23470","S/C","22.92377","-109.9268","16","17.76","17.07",""
"9820","PL/8153/EXP/ES/2015","SERVICIOS GUVERID SA DE CV.","CALZADA AEROPUERTO 5003 PTE","80150","SAN RAFAEL","24.77975","-107.4391","16.24","18.01","",""
"9821","PL/8456/EXP/ES/2015","SERVICIO TRAPALA E HIJOS  S.A. DE C.V.","KM. 7 PAR VIAL TULANCINGO-ACATLAN ESQUINA CAMINO SAN DIONISIO","43540","AGUSTIN OLVERA","20.12432","-98.42485","16.59","18.36","17.66",""
"9822","PL/8171/EXP/ES/2015","HIDROSINA PLUS  S. A. DE C. V.","AVENIDA EMILIANO ZAPATA PONIENTE Y MANUEL J. CLOUTHIER NUM. 2151","80110","EL VALLADO","24.79028","-107.4253","16.24","18.01","",""
"9823","PL/8350/EXP/ES/2015","MANUEL FELIX DURAN PEREZ","CARRETERA MEZTITLAN PACHUCA S/N ","43351"," SAN JUAN","20.58137","-98.75902","","18.17","","1/6/2017 4:33:00 PM"
"9823","PL/8350/EXP/ES/2015","MANUEL FELIX DURAN PEREZ","CARRETERA MEZTITLAN PACHUCA S/N ","43351"," SAN JUAN","20.58137","-98.75902","","","17.49","1/6/2017 4:34:00 PM"
"9823","PL/8350/EXP/ES/2015","MANUEL FELIX DURAN PEREZ","CARRETERA MEZTITLAN PACHUCA S/N ","43351"," SAN JUAN","20.58137","-98.75902","16.4","","","1/6/2017 4:35:00 PM"
"9824","PL/8691/EXP/ES/2015","JM GASOLINEROS  S.A. DE C.V. ","AV. MIGUEL ALEMAN","67112","TALABERNA","25.71088","-100.221","16.31","18.19","17.03",""
"9825","PL/8323/EXP/ES/2015","SUPER SERVICIO TAMARINDO  SA DE CV","KM. 1.5 CARRT. CARDEL-XALAPA ","91639","Sin Colonia","19.34075","-96.50555","15.33","17.11","16.41","1/15/2017 3:30:00 PM"
"9826","PL/8494/EXP/ES/2015","AUTO SERVICIO EMPRESARIAL DEL GOLFO  S.A. DE C.V.","SERVCIO MILITAR NACIONAL N.40","91918","CENTRO","19.17621","-96.13506","15.33","17.11","","1/9/2017 1:19:00 PM"
"9827","PL/8245/EXP/ES/2015","HIDROSINA PLUS  S.A. DE C.V.","BLVD. BENJAMIN HILL SUR NO.5720","80190","INFONAVIT BARRANCOS","24.74843","-107.4262","16.24","18.01","",""
"9828","PL/8332/EXP/ES/2015","COMBUSTIBLES LAS URRACAS S.A. DE C.V.","CAMINO A SAN SEBASTIAN EL GRANDE-TLAJOMULCO NO. 1575","45650","SIN COLONIA","20.51475","-103.411","16.52","18.4","17.24",""
"9829","PL/8441/EXP/ES/2015","ESTACION DE SERVICIO AYUTLA  S.A. DE C.V.","CALZADA 1° DE MARZO S/N","39200","AL SUR DE LA CIUDAD","16.95149","-99.10234","","17.65","","1/28/2017 1:27:00 PM"
"9829","PL/8441/EXP/ES/2015","ESTACION DE SERVICIO AYUTLA  S.A. DE C.V.","CALZADA 1° DE MARZO S/N","39200","AL SUR DE LA CIUDAD","16.95149","-99.10234","","","16.96","1/28/2017 2:29:00 PM"
"9829","PL/8441/EXP/ES/2015","ESTACION DE SERVICIO AYUTLA  S.A. DE C.V.","CALZADA 1° DE MARZO S/N","39200","AL SUR DE LA CIUDAD","16.95149","-99.10234","15.89","","","1/28/2017 2:31:00 PM"
"9830","PL/8604/EXP/ES/2015","SUPER SERVICIO DIEZ  S.A. DE C.V.","KM.20 AUTOPISTA A SAN MARTIN TLAXCALA","90160","Sin Colonia","19.32092","-98.26811","15.78","","16.85","1/14/2017 2:21:00 PM"
"9831","PL/8601/EXP/ES/2015","GRUPO GASOLINERO DE LOS CINCO  S.A. DE C.V.","CARR 4 CARR CHIAUTEMPAN-OCOTOXCO # 4 ","90610","TLALTEMPA","19.33331","-98.19763","16.4","18.17","17.49","1/14/2017 2:10:00 PM"
"9832","PL/8272/EXP/ES/2015","HIDROSINA PLUS  S.A. DE C.V.","CARRET.FED. A PARAISO Y CALLE GUILLERMO PRIETO SN","86630","LOPEZ MATEOS","18.2744","-93.21881","15.56","17.34","",""
"9833","PL/8262/EXP/ES/2015","AUTOSERVICIO GUADALUPANO  SA DE CV","CARRT. FED. PUEBLA-ATLIXCO # 8505","72820","SANTA CATARINA MARTIR","19.02417","-98.29262","15.78","17.55","16.85","1/6/2017 7:04:00 PM"
"9834","PL/8389/EXP/ES/2015","ESTACION DE SERVICIO FRONTERA S.A. DE C.V.","SEXTA S/N","87300","CENTRO","25.88555","-97.50515","15.8","","",""
"9835","PL/8712/EXP/ES/2015","GASOLINERA PROGRESO Y QUIROGA  S.A. DE C.V","BLVD. ANTONIO QUIROGA #507","83118","VILLAS DEL REAL","29.14213","-111.024","16.06","17.83","17.16","1/13/2017 7:50:00 PM"
"9836","PL/8653/EXP/ES/2015","JULIA AMARO COTA","AV. PANTITLAN NO. 771","57840","REFORMA","19.3765","-98.98058","16.32","18.19","",""
"9837","PL/8150/EXP/ES/2015","GASOLINERA GOMARTI  S.A. DE C.V.","AVENIDA CANAL DE SANTA CLARA # 12","76800","CENTRO","20.39482","-100.0121","16.02","17.79","17.09",""
"9838","PL/8728/EXP/ES/2015","MULTISERVICIO ROJAS  SA DE CV","CARRETERA GUADALAJARA-SALTILLO KM. 104","99980","CENTRO","21.26252","-103.1595","16.4","18.17","17.49","1/8/2017 12:00:00 AM"
"9839","PL/8538/EXP/ES/2015","INGRE COMBUSTIBLES  S.A. DE C.V.","GOLFO DE RIGA NO. 7","11410","TACUBA","19.45512","-99.18762","16.33","18.2","17.07",""
"9840","PL/8381/EXP/ES/2015","VICTOR MANUEL SALINAS GUEDEA","CALLE 6 NUM 121","87300","CENTRO","25.87802","-97.5046","15.8","17.46","",""
"9841","PL/8485/EXP/ES/2015","LA MERCANTIL DE GOMEZ FARIAS  S.A. DE C.V.","CARRETERA CUAUHTEMOC-GOMEZ FARIAS KM 160+346","31900"," S/C","29.34182","-107.7332","16.46","","17.54",""
"9842","PL/8446/EXP/ES/2015","SERVICIOS GASOLINEROS DE MEXICO  S.A. DE C.V.","BENITO JUAREZ NO. 5451","67190","LOS LERMAS","25.67484","-100.1917","16.31","18.19","17.03",""
"9843","PL/8570/EXP/ES/2015","GEMEXSA  S.A. DE C.V.","BLVD. EMILIO PORTES GIL N. 2322","87030"," FRACC. LA CIMA ","23.73274","-99.1772","15.64","17.41","",""
"9844","PL/8415/EXP/ES/2015","ARTURO GUTIERREZ GONZALEZ","CARRETERA 30 KM. 2","25500"," 18 DE FEBRERO","27.0442","-101.53","16.03","17.8","17.1",""
"9845","PL/8542/EXP/ES/2015","SERVICIO TATANACHO  S.A. DE C.V.","AV. TATANACHO NO. 555","78269","TANGAMANGA","22.14039","-100.9927","15.81","17.73","",""
"9846","PL/8595/EXP/ES/2015","SERVICIOS SAN PEDRO DE NAYARIT S.A. DE C.V.","CARRETERA CHAPALILLA - COMPOSTELA  KM. 0.055 HACIA EL CONDE","63800"," San Pedro Lagunillas","21.19666","-104.7503","16.33","18.1","17.43","1/29/2017 1:15:00 PM"
"9847","PL/8408/EXP/ES/2015","GERARDO GARZA GARCIA","CARRETERA  MONTERREY - CHINA KM. 64","66800"," SIN COLONIA","25.59889","-99.68042","16.23","18.11","16.96","1/13/2017 1:25:00 PM"
"9848","PL/8328/EXP/ES/2015","DISTRIBUIDORA DE COMBUSTIBLES DE ZACATECAS  S.A. DE C.V.","KM.62.4 CARR.A TORREON","98400"," IGNACIO ALLENDE","23.83521","-103.0526","16.11","17.9","17.18","1/13/2017 6:50:00 PM"
"9849","PL/8190/EXP/ES/2015","GRUPO IMER'S  S. DE R.L. DE C.V.","CARRETERA LAS VARAS-ZACUALPAN KM 2.00","63715"," S/C","21.19333","-105.1494","16.33","18.1","17.43",""
"9850","PL/8379/EXP/ES/2015","GASOLINERA LOPEZ  S.A. DE C.V.","CALLE 69 N 539 X 62 Y 64","97000","CENTRO","20.96337","-89.62636","15.42","17.19","16.49",""
"9851","PL/8674/EXP/ES/2015","ESTACION OMEGA  SA DE CV","ARTURO GUERRA ESQ. CON NUEVO LEON SIN NUMERO","21400","TECATE CENTRO","32.56632","-116.6329","16.17","17.95","17.29",""
"9852","PL/8497/EXP/ES/2015","FRANCISCO JAVIER AVILA LARA.","MADERO # 724","38900","CENTRO","20.21601","-100.8783","16.09","17.86","17.16",""
"9853","PL/8608/EXP/ES/2015","GASOLINERA DE LA VICENTE GUERRERO DE CD. MADERO  S.A. DE C.V.","AV. AYUNTAMIENTO 1301-A","89137","TAMPICO","22.25245","-97.86578","15.37","17.14","","1/16/2017 12:53:00 AM"
"9854","PL/8397/EXP/ES/2015","SERVICIOS Y COMBUSTIBLES TEPEYAC  S.A. DE C.V.","CALLE PASEO DE LOS VIRREYES #4279","45110","VILLA UNIVERSITARIA","0","0","15.39","17.22","","1/17/2017 3:45:00 PM"
