"PermisoId","NumeroPermiso","RazonSocial","Calle","CodigoPostal","Colonia","Latitud","Longitud","Regular","Premium","Diesel","FechaAplicacion"
"5940","PL/4439/EXP/ES/2015","SERVICIO ARMERIA  S.A DE C.V.","AV. CAMINO REAL NO. 405","28930"," LEONARDO JARAMILLO","18.94515","-103.9093","15.95","17.71","17.02",""
"5941","PL/4255/EXP/ES/2015","DIESEL INTERNATIONAL  SA DE CV","KM 63+750 CARRT. MEXICO-TULANCINGO TRAMO ACELOTLA SINGUILUCAN","43830","CARRETERA","19.92178","-98.58298","15.79","17.56","16.89",""
"5942","PL/4557/EXP/ES/2015","CARBURANTES DE YUCATAN S.A. DE C.V.","CALLE 96 NUM. 890 ENTRE 107 Y 109-B","97260","OBRERA","20.94267","-89.64828","15.42","17.19","16.49",""
"5943","PL/3542/EXP/ES/2015","GASOLINERA LAS PALMAS S.A. DE C.V.","AV MIGUEL HIDALGO N 6505","89337","NUEVO AEROPUERTO","22.28671","-97.87292","15.37","17.14","",""
"5944","PL/3516/EXP/ES/2015","GASOLINERA INTEGRAL SAN IGNACIO  S.A. DE C.V.","KM. 196+400 CARRET. TRANSISMICA COATZACOALCOS-S.C","70300","Sin Colonia","16.89293","-95.01192","15.64","17.41","16.71","1/19/2017 12:03:00 AM"
"5945","PL/4217/EXP/ES/2015","AUTOCOMBUSTIBLES LAS VENTAS  S.A. DE C.V.","BOULEVARD HIDALGO NO. 421","88600","BELLA VISTA","26.08614","-98.28838","15.8","","","1/9/2017 12:00:00 AM"
"5946","PL/3739/EXP/ES/2015","COMBUSTIBLES Y LUBRICANTES RAMIREZ  S.A. DE C.V.","FRANCISCO I. MADERO NO. 5","67940","CENTRO","23.6724","-100.1754","","","17.05","1/14/2017 3:04:00 PM"
"5946","PL/3739/EXP/ES/2015","COMBUSTIBLES Y LUBRICANTES RAMIREZ  S.A. DE C.V.","FRANCISCO I. MADERO NO. 5","67940","CENTRO","23.6724","-100.1754","15.97","","","1/14/2017 3:05:00 PM"
"5947","PL/4723/EXP/ES/2015","DISTRIBUIDORA VICTORIA DE LOS LLANOS  S. A. DE C. V.","CALZADA JOSE RAMON VALDEZ NO. 900 OTE.","34700","CENTRO","24.44717","-104.1141","16.27","18.04","17.28",""
"5948","PL/3811/EXP/ES/2015","GELD ENERGETICOS  S.A. DE C.V.","ANTIGUO CAMINO A SAN ROQUE KM 2.9 1200 A","67277","LOS REYES","25.63927","-100.1524","16.31","18.19","17.03","1/14/2017 12:00:00 AM"
"5949","PL/4572/EXP/ES/2015","COMBUSTIBLES Y REFACCIONES DE YECORA  S.A. DE C.V.","PROLONGACION CALLE NOGALES NO. 526","85780"," .","28.3655","-108.9253","16.08","17.86","17.18","1/9/2017 5:35:00 PM"
"5950","PL/4412/EXP/ES/2015","JOSE LUIS MARRUFO LOPEZ","CARRETERA TORREON SAN PEDRO KM. 29 + 331 NO. 1000","27900","EL JABONCILLO","25.76119","-103.2456","16.13","17.9","17.2",""
"5951","PL/4278/EXP/ES/2015","MARIA DEL REFUGIO GARCIA MELLADO","LAZARO CARDENAS # 102","43600","CENTRO","20.07753","-98.37147","15.79","17.56","16.89",""
"5952","PL/4429/EXP/ES/2015","GRUPO VEGA CERECER  S. A. DE C. V.","Carretera Mochis San Blas Km 10.5","81890","Mochicahui","25.92504","-108.9341","15.94","","17.04",""
"5953","PL/4126/EXP/ES/2015","AUTO SERVICIO REVOLUCION  S.A.","SAGREDO NO. 265","01020","GUADALUPE INN","19.36097","-99.18894","16.33","18.2","",""
"5954","PL/4513/EXP/ES/2015","OFELIA ANASTACIA NAJERA RIVERA","BENEFICENCIA #54 ESQUINA CON CARRETERA AXOCHIAPAN","74720","SAN MIGUEL","18.37878","-98.69082","16.59","18.36","17.66",""
"5955","PL/4140/EXP/ES/2015","CORPORATIVO GASOLINERO DEL CARIBE  S. A. DE C. V.","CARRETERA MERIDA-CAUCEL TAB. CAT. 10075","97300","CENTRO","20.99782","-89.67592","15.42","17.19","16.49",""
"5956","PL/3503/EXP/ES/2015","ENERGETICOS DE RIOVERDE  S.A. DE C.V.","BLVD. CARLOS JONGITUD B. # 2050","79613","COL. INFONAVIT","21.92216","-99.97751","16.4","18.17","17.49",""
"5957","PL/4306/EXP/ES/2015","OPERADORA TIERRA CALIDA  S.A. DE C.V.","CALZADA LIC. MANUEL GOMEZ MORIN NO. 900","21355","FRACC. HACIENDA DEL BOSQUE","32.59467","-115.4696","16.17","17.95","",""
"5958","PL/4308/EXP/ES/2015","FAJA DE ORO ABASTOS  SA DE CV","CALZADA HEROICO COLEGIO MILITAR 3470 SUR","80290","FRACCIONAMIENTO DEL MEZQUITILLO","24.77303","-107.3646","16.24","18.01","17.34","1/20/2017 12:00:00 AM"
"5959","PL/3945/EXP/ES/2015","COMBUSTIBLES MURPA  S.A. DE C.V.","BOULEVARD REVOLUCION # 800","27000","FRACCIONAMIENTO PRIMITIVO (CENTRO)","25.5361","-103.4583","16.13","17.9","17.2",""
"5960","PL/4368/EXP/ES/2015","GASOLINERA EXPRESS DE TECARIO  S.A. DE C.V.","LAZARO CARDENAS ORIENTE # 235","61651","CENTRO","19.2325","-101.5422","16.59","","17.66","1/13/2017 7:45:00 PM"
"5961","PL/4341/EXP/ES/2015","COMBUSTIBLES GASOSUR  S.A. DE C.V.","CARRETERA NACIONAL ACAPULCO-PINOTEPA KM. 120","41800","SIN COLONIA","16.71802","-99.1225","15.89","17.65","16.96","1/18/2017 2:50:00 PM"
"5962","PL/3287/EXP/ES/2015","ESTACION DE SERVICIO TEIKA  S. A. DE C. V.","LOTIFICACION DE LA FRACCION DE LA FRACCION LOTE 46 Y21","32950","LOS CIENES","28.41779","-105.4257","16.12","","17.39","1/17/2017 4:45:00 PM"
"5963","PL/4100/EXP/ES/2015","FLOGAS  S.A. DE C.V.","CARRETERA PUERTO VALLARTA-LAS PALMAS 569","48280","IXTAPA","20.70568","-105.229","","","17.49","1/12/2017 10:40:00 AM"
"5963","PL/4100/EXP/ES/2015","FLOGAS  S.A. DE C.V.","CARRETERA PUERTO VALLARTA-LAS PALMAS 569","48280","IXTAPA","20.70568","-105.229","16.4","","","1/12/2017 10:41:00 AM"
"5963","PL/4100/EXP/ES/2015","FLOGAS  S.A. DE C.V.","CARRETERA PUERTO VALLARTA-LAS PALMAS 569","48280","IXTAPA","20.70568","-105.229","","18.17","","1/12/2017 10:42:00 AM"
"5964","PL/4459/EXP/ES/2015","SERVICIO PLUS TEPEJI  S.A. DE C.V.","KM 2 TEPEJI-TULA","42850","TLAXINACALPAN","19.93589","-99.34007","15.83","17.6","16.92",""
"5965","PL/4693/EXP/ES/2015","COLONOS LEGENDARIOS AUTOSERVICIO  S.A. DE C.V.","CARRETERA A TODOS LOS SANTOS  kM. 2","23470"," EJIDAL","22.89908","-109.926","16","17.76","17.07","1/7/2017 11:00:00 AM"
"5966","PL/3366/EXP/ES/2015","SERVICIO CIUDAD PEMEX  SA DE CV","CARR. MACUSPANA CD. PEMEX ESQ. MIGUEL HIDALGO","86720","LA CURVA","17.87054","-92.49021","15.56","17.34","16.63",""
"5967","PL/3686/EXP/ES/2015","COMERCIALIZADORA DE ATEMPAN S.A.DE C.V.","CARRETERA FEDERAL # 129 KM.144 MAS 600","74950","SIN COLONIA","19.83193","-97.43904","15.71","17.48","16.78","1/5/2017 12:00:00 PM"
"5968","PL/4137/EXP/ES/2015","CORNELIUS BANMAN ENNS","BOULEVARD EL VALLE N.- 50","31890","EL VALLE LOTE 3A","30.0964","-107.3591","16.54","","17.68","1/10/2017 10:15:00 AM"
"5969","PL/3637/EXP/ES/2015","SERVICIO ARCO VIAL S.A. DE C.V.","CARRETERA A LAREDO KM. 17.5 Y ARCO VIAL A SALTILLO","66600"," APODACA","25.83028","-100.2589","16.31","18.19","17.03","1/11/2017 3:21:00 PM"
"5970","PL/4854/EXP/ES/2015","FRANCISCO VERDUGO CORRAL","NAYARIT ESQ. SIMON BLEY","83190","OLIVARES","29.09273","-110.9753","16.06","17.83","",""
"5971","PL/4074/EXP/ES/2015","SERVICIO ECOLOGICO ZAPATA  SA DE CV","CARRT.EMILIANO ZAPATA KM 18+000 ","43960"," EMILIANO ZAPATA","19.6371","-98.5323","0","0","","1/1/1753 12:00:00 AM"
"5971","PL/4074/EXP/ES/2015","SERVICIO ECOLOGICO ZAPATA  SA DE CV","CARRT.EMILIANO ZAPATA KM 18+000 ","43960"," EMILIANO ZAPATA","19.6371","-98.5323","","","16.57","1/12/2017 10:09:00 AM"
"5972","PL/3350/EXP/ES/2015","SERVICIOS Z3  SA DE CV","BLVD IGNACIO SALAZAR S/N","83178","MISION","29.11683","-111.0028","16.06","17.83","","1/13/2017 4:07:00 PM"
"5973","PL/4482/EXP/ES/2015","COMBUSTIBLES Y LUBRICANTES DE LOS MOCHIS  SA DE CV","G. LEYVA Y A. CANO S/N","81200","CENTRO","25.79885","-108.988","15.94","17.71","17.04",""
"5974","PL/4956/EXP/ES/2015","OPERADORA DE HIDRO  S.A. DE C.V.","CALZADA GOMEZ MORIN OTE. 500","33000","CENTRO","28.19029","-105.4612","16.12","18.08","",""
"5975","PL/4063/EXP/ES/2015","CENTRO DE SERVICIOS DE EXCELENCIA  S.A. DE C.V.","HERIBERTO VALDEZ NO. 1275 PTE.","81240","SCALLY","25.80211","-108.999","15.94","17.71","","1/30/2017 3:20:00 PM"
"5976","PL/4162/EXP/ES/2015","SUPER SERVICIO LOS ARCOS  S. A. DE C. V.","AVE. CONGRESO NORTE NO. 147","91460","CENTRO","19.63162","-96.73721","16.1","17.87","17.17",""
"5977","PL/4493/EXP/ES/2015","COMBUSTIBLES Y LUBRICANTES DEL GUAYALEJO  S.A. DE C.V.","CARRETERA INGENIO-CALLES KM.3 S/N","89750"," CARRETERA LIBRE INGENIO CALLES A BORDO DE CARRETERA","22.98888","-98.94643","15.63","17.4","16.7","1/13/2017 9:30:00 PM"
"5978","PL/4528/EXP/ES/2015","ENERGETICOS GUADALUPE  S.A. DE C.V.","AVE. ELOY CAVAZOS 7890","67192","HACIENDA DE GUADALUPE","25.6463","-100.1796","16.31","18.19","",""
"5979","PL/3813/EXP/ES/2015","PETROEXACTO  S. A. DE C. V.","IGNACIO VALLARTA NO.6113","31160","LAS GRANJAS","28.67437","-106.1034","16.12","18.08","",""
"5980","PL/3729/EXP/ES/2015","GASOLINERA 18 DE MARZO  SA DE CV","KM 2 CARRETERA COMPOSTELA - PUERTO VALLARTA","63700","CENTRO","21.24269","-104.9082","16.33","18.1","17.43","1/12/2017 7:00:00 PM"
"5981","PL/4093/EXP/ES/2015","SERVICIOS DEL CERRO DE LA MEMORIA  S.A. DE C.V.","CARRETERA INTERNACIONAL NO 15 MEX-NOG KM 1.780 SN","81210"," MIGUEL HIDALGO","25.84357","-108.9821","15.94","17.71","17.04","1/14/2017 2:40:00 PM"
"5982","PL/4167/EXP/ES/2015","SERVICIO SANBA  SA DE CV","CARRETERA AL SUR S/N","23080","ZONA INDUSTRIAL","24.06496","-110.3055","16","17.76","17.07",""
"5983","PL/4380/EXP/ES/2015","ESTACION DE SERVICIOS XL  S. A. DE C. V.","BLVD.LUIS DONALDO COLOSIO Y AUT. TORREON-SANPEDRO # 1","27900","NUEVO LINARES DEL SUR","25.7629","-103.2813","16.13","17.9","",""
"5984","PL/4178/EXP/ES/2015","ESTACION DE SERVICIO BAHIA TENACATITA  SA DE CV","CARRETERA FEDERAL  GUADALAJARA BARRA DE NAVIDAD  KM. 207","48870"," LA CONCEPCION","19.50409","-104.5473","15.95","17.71","17.02","1/18/2017 10:00:00 AM"
"5985","PL/4008/EXP/ES/2015","HECTOR DIONICIO LARA RODRIGUEZ","CARRETERA PARRAS-PAILA KM. 3.1","27980","PALMERAS","25.46308","-102.1748","16.22","","17.3","1/8/2017 12:30:00 PM"
"5986","PL/4961/EXP/ES/2015","CECAPIEM  SA DE CV","CALLE HIDALGO ESQUINA GUANAJUATO S/N","42030","VENUSTIANO CARRANZA","20.12522","-98.75938","15.79","17.56","",""
"5987","PL/4448/EXP/ES/2015","COMBUSTIBLES BARRIO SAN JOSE S.A. DE C.V.","9A. AVENIDA PONIENTE NORTE 2011","30160","BARIO SAN JOSE","16.13013","-92.06363","16.1","17.87","17.17",""
"5988","PL/4807/EXP/ES/2015","SERVICIO PLAZA SAN MANUEL  S. A. DE C. V.","CIRCUITO JUAN PABLO II  NUMERO 1802-A","72570","JARDINES DE SAN MANUEL","19.01587","-98.19801","15.78","17.55","",""
"5989","PL/3714/EXP/ES/2015","NORMAN AUTO SERVICIO  SA DE CV","CARR. JUAN ALDAMA-MIGUEL AUZA KM. 0.500","98300","Sin Colonia","24.28317","-103.4004","16.4","","17.49",""
"5990","PL/3438/EXP/ES/2015","SERVICIOS Z3  S.A. DE C.V.","ANGEL GARCIA ABURTO  Y  DR. DOMINGO OLIVARES","83180","OLIVARES","29.10932","-110.9801","16.06","17.83","","1/13/2017 4:10:00 PM"
"5991","PL/4885/EXP/ES/2015","RAUL HERIBERTO HERNANDEZ PRIOR","CARRETERA LLANO DE EN MEDIO BENITO JUAREZ S/N","99999","NINGUNA","20.78147","-98.02258","16.1","","17.17","1/28/2017 1:21:00 PM"
"5992","PL/4335/EXP/ES/2015","COPAA ADMINISTRACION  S.A. DE C.V.","AV. 20 DE NOVIEMBRE NO. 1761","88000","ZARAGOZA","27.48398","-99.4974","16.03","17.8","","1/20/2017 12:01:00 AM"
"5993","PL/4734/EXP/ES/2015","VICTOR MANUEL CORONA OCHOA","KM 13 JIQUILPAN-MANZANILLO","59510","Sin Colonia","19.99488","-102.8026","16.59","","17.66",""
"5994","PL/4929/EXP/ES/2015","GASOLINERIAS CHOLULA  S. A. DE C. V.","KM. 119 CARR. FED. MEX-PUE SIN NUMERO","72760","S/C","19.07073","-98.31277","15.78","17.55","16.85","1/13/2017 4:59:00 PM"
"5995","PL/3431/EXP/ES/2015","GASOLINERA DEL VALLE DE ZAMORA S.A. DE C.V.","CARRET.FEDERAL NO.15 TRAMO MORELIA-ZAMORA KM. 137","59700","Sin Colonia","19.93692","-102.2403","16.29","18.06","17.36",""
"5996","PL/3462/EXP/ES/2015","LUBRIGAS DE PUEBLA  SA DE CV","CAMINO A TLALTEPANGO 10601","72920","JORGE MURAD MACLUF","19.0867","-98.17895","15.78","17.55","16.85",""
"5997","PL/3302/EXP/ES/2015","GASOLINERA LA MINA  SA DE CV","AV LAZARO CARDENAS N 209","83280","PALO VERDE","29.05237","-110.977","16.06","17.83","17.16",""
"5998","PL/3785/EXP/ES/2015","GRUPO PARRILLA S.A. DE C.V.","CARRETERA VILLAHERMOSA TEAPA KM10+200","86280","RANCHERIA PARRILLA","17.91873","-92.91193","15.56","17.34","","1/13/2017 6:36:00 PM"
"5999","PL/3358/EXP/ES/2015","CARLOS FAYAD RUIZ","CARRETERA TAMAZUNCHALE  - HUEJUTLA KM. 25.0","43020"," PIEDRAS NEGRAS ","21.17412","-98.60098","16.4","","17.49","1/29/2017 12:00:00 AM"
"6000","PL/4629/EXP/ES/2015","JAVIER GUZMAN JIMENEZ","CARRETERA FEDERAL PUEBLA NAUTLA KM. 122","73900","ALMOLONI ","19.81487","-97.52562","15.71","17.48","16.78","1/13/2017 12:30:00 AM"
"6001","PL/4294/EXP/ES/2015","GAS HUINALA  SA DE CV","AV. RODRIGO GOMEZ No. S/N","64180","VALLE MORELOS","25.72147","-100.3428","16.31","18.19","",""
"6002","PL/3685/EXP/ES/2015","MARIO HERRERA OROPEZA","CARRETERA A PEROTE NO.264","73870","BARRIO DE XOLOCO","19.7981","-97.3561","16.59","18.36","17.66","1/30/2017 3:00:00 PM"
"6003","PL/4672/EXP/ES/2015","ENERGETICOS LOPEZ MATEOS  S.A DE C.V.","AVE. ADOLFO LOPEZ MATEOS # 1002 A","67160","VALLE HERMOSO","25.69071","-100.2139","16.31","18.19","17.03",""
"6004","PL/4375/EXP/ES/2015","SUPER SERVICIO CALPULLI S.A. DE C.V.","CARRETERA CALPULALPAN - APAN 116","90200"," S/C","19.59545","-98.57319","15.79","17.56","16.89",""
"6005","PL/4678/EXP/ES/2015","LAURA ALICIA GONZALEZ GARZA","DIAGONAL CUAUHTEMOC Y 20  S/N","87350","SAN FRANCISCO","25.87606","-97.51702","15.8","17.46","","1/13/2017 1:00:00 PM"
"6006","PL/3810/EXP/ES/2015","COMERCIALIZADORA DE INSUMOS  PRODUCTOS Y SERVICIOS AGROPECUARIOS  S.A. DE C.V.","LIBRAMIENTO NO. 100 ENTRE BRECHA 115 Y BRECHA 116","88900","S/C","25.97199","-98.05318","15.8","17.46","16.95",""
"6007","PL/4020/EXP/ES/2015","COMBUSTIBLES DE YUCATAN  S.A. DE C.V.","MANZANA 34 LOTE 1 N. CATASTRAL 15679","97370","SAN PEDRO NOH PAT","20.95039","-89.56081","15.42","17.19","16.49",""
"6008","PL/3597/EXP/ES/2015","ESTACION DE SERVICIO DIMA  S.A. DE C.V.","SANTIAGO VIDAURRI NO. 100","21290","COLORADO II","32.58888","-115.4494","16.17","","","1/14/2017 7:32:00 PM"
"6008","PL/3597/EXP/ES/2015","ESTACION DE SERVICIO DIMA  S.A. DE C.V.","SANTIAGO VIDAURRI NO. 100","21290","COLORADO II","32.58888","-115.4494","","17.95","","1/14/2017 7:33:00 PM"
"6009","PL/3996/EXP/ES/2015","REFORMA GASOLINERA  SA DE CV","AV REFORMA S/N","83180","BALDERRAMA","29.11188","-110.9703","16.06","17.83","17.16",""
"6010","PL/4859/EXP/ES/2015","SERVICIO VALLES DE SANTO DOMINGO  SA DE CV","AV SANTO DOMINGO N 1429","66438","VALLE DE SANTO DOMINGO","25.75225","-100.2624","16.31","18.19","",""
"6011","PL/4445/EXP/ES/2015","GERARDO XAVIER DE HOYOS PERALES","HIDALGO  702 SUR","26450","CENTRO","28.48603","-100.9178","","","0","1/1/1753 12:00:00 AM"
"6011","PL/4445/EXP/ES/2015","GERARDO XAVIER DE HOYOS PERALES","HIDALGO  702 SUR","26450","CENTRO","28.48603","-100.9178","16.41","18.22","","1/28/2017 3:00:00 PM"
"6012","PL/4350/EXP/ES/2015","SERVICIO EL PIMO  SA DE CV","CARRT. GUADALAJARA-LA PIEDAD KM 62","47730"," S/C","20.55268","-102.8072","16.53","18.41","17.26","1/29/2017 11:50:00 PM"
"6013","PL/4072/EXP/ES/2015","RAMON PEREZ ROSALES","AV. 5 NO. 287 A","09070","GRANJAS SAN ANTONIO","19.36796","-99.10832","16.32","18.2","",""
"6014","PL/3385/EXP/ES/2015","SERVICIO BERNARDO REYES  SA DE CV","AV BERNARDO REYES N 2122 NTE","64440","INDUSTRIAL","25.69621","-100.3253","","18.19","","1/11/2017 3:03:00 PM"
"6014","PL/3385/EXP/ES/2015","SERVICIO BERNARDO REYES  SA DE CV","AV BERNARDO REYES N 2122 NTE","64440","INDUSTRIAL","25.69621","-100.3253","16.31","","17.03","1/11/2017 3:04:00 PM"
"6015","PL/4814/EXP/ES/2015","SERVICIO AGUIMEX  SA DE CV","FEDOR DOSTOYEVSKY NUMERO 1712","31136","CHIHUAHUA SIGLO XXI","28.72876","-106.1134","16.12","18.08","",""
"6016","PL/4050/EXP/ES/2015","ESTACION DE SERVICIO CARIBE REAL  S. A. DE C. V.","AV. FELIPE CARRILLO PUERTO S.215 M.01 L.158-04 ENTRE AVENIDA CHAAC MOOL Y AGUSTÍN MELGAR","77518","FRACCIONAMIENTO LOS HEROES","21.17453","-86.87441","15.9","17.67","16.97",""
"6017","PL/4014/EXP/ES/2015","COMBUSTIBLES DE YUCATAN  S.A. DE C.V.","CA 18 NORTE N 302","97196","SALVADOR ALVARADO SUR","20.93975","-89.59332","15.42","17.19","16.49",""
"6018","PL/4418/EXP/ES/2015","ESTACIONES DE SERVICIO  S.A. DE C.V.","CARRETERA MEXICO-PACHUCA KM 77+600","42111","SIN COLONIA","20.02253","-98.81048","15.79","17.56","16.89",""
"6019","PL/4534/EXP/ES/2015","SERVICIO VILLAGRAN  S.A. DE C.V.","5 DE MAYO NUMERO 2","38260","CENTRO","20.50879","-100.9937","16.09","17.86","17.16",""
"6020","PL/3632/EXP/ES/2015","NACIONAL DE COMBUSTIBLES Y LUBRICANTES  S.A. DE C.V.","CALLE 20 DE NOVIEMBRE ESQ. CALLE 5 DE FEBRERO","56900","SECTOR PANOHAYA","19.12966","-98.76925","16.59","18.36","","1/13/2017 8:18:00 PM"
"6021","PL/3623/EXP/ES/2015","GASOLINA Y LUBRICANTES DEL VALLE  S.A. DE C.V.","CARRETERA HUAJUQUILLA - NAYARIT KM. 36.25","99240"," N/A","22.65368","-104.1065","16.4","18.17","17.49","1/6/2017 4:29:00 PM"
"6022","PL/4647/EXP/ES/2015","SERVICIOS PABA  S.A. DE C.V.","AV EL DORADO N 544 NORTE","80060","LAS QUINTAS","24.81154","-107.3656","16.24","18.01","",""
"6023","PL/4726/EXP/ES/2015","SERVICIO GUZMAN Y GONZALEZ  S.A.DE C.V.","AV MIGUEL ALEMAN Y AQUILES SERDAN S/N","82000","CENTRO","23.19669","-106.4199","","17.71","","1/14/2017 11:06:00 AM"
"6023","PL/4726/EXP/ES/2015","SERVICIO GUZMAN Y GONZALEZ  S.A.DE C.V.","AV MIGUEL ALEMAN Y AQUILES SERDAN S/N","82000","CENTRO","23.19669","-106.4199","15.94","","","1/14/2017 1:06:00 PM"
"6024","PL/3479/EXP/ES/2015","HIDROCARBUROS OPTIMOS S.A DE C.V.","BOULEVARD ESTEBAN DE ANTUNANO NO.1347","72130","PATRIOTISMO","19.08309","-98.23887","15.78","17.55","16.85",""
"6025","PL/3957/EXP/ES/2015","EXPRESS SAN RAFAEL  S.A. DE C.V.","CARRETERA FEDERAL CENTRAL 57  KM. 178","67850"," SAN RAFAEL","25.02234","-100.5456","","","17.05",""
"6025","PL/3957/EXP/ES/2015","EXPRESS SAN RAFAEL  S.A. DE C.V.","CARRETERA FEDERAL CENTRAL 57  KM. 178","67850"," SAN RAFAEL","25.02234","-100.5456","15.97","17.74","","1/11/2017 1:00:00 PM"
"6026","PL/4345/EXP/ES/2015","COMBUSTIBLES DE LA BAHIA  S.A. DE C.V.","BOULEVARD FRANCISCO MEDINA ASCENCIO 4572","48300","GUADALUPE VICTORIA","20.68311","-105.2408","","","17.49","1/12/2017 10:15:00 AM"
"6026","PL/4345/EXP/ES/2015","COMBUSTIBLES DE LA BAHIA  S.A. DE C.V.","BOULEVARD FRANCISCO MEDINA ASCENCIO 4572","48300","GUADALUPE VICTORIA","20.68311","-105.2408","","18.17","","1/12/2017 10:16:00 AM"
"6026","PL/4345/EXP/ES/2015","COMBUSTIBLES DE LA BAHIA  S.A. DE C.V.","BOULEVARD FRANCISCO MEDINA ASCENCIO 4572","48300","GUADALUPE VICTORIA","20.68311","-105.2408","16.4","","","1/12/2017 10:17:00 AM"
"6027","PL/3409/EXP/ES/2015","MULTISERVICIOS LA CENTRAL 57  S.A. DE C.V.","CARRET.57 KM.135 TRAMO SAN LUIS POTOSI-MATEHUALA","78850"," Villa de Guadalupe","23.16616","-100.5259","15.97","17.75","17.05",""
"6028","PL/3490/EXP/ES/2015","SUPRAGAS  S.A. DE C.V.","CENTENARIO NO. 1303","33700","CENTRO","27.6846","-105.1654","16.12","18.08","17.39","1/6/2017 5:22:00 PM"
"6029","PL/3765/EXP/ES/2015","SERVICIO CERRITOS  S.A. DE C.V.","AV. VICENTE GUERRERO # 600 ESQ. NUEVA FRANCIA","62270","LOMAS DE LA SELVA","18.94899","-99.22955","15.93","17.7","",""
"6030","PL/3486/EXP/ES/2015","GASOLINERA DIECIOCHO DE MARZO S.A.","AV JESUS GONZALEZ GALLO N 3250","45500","EL ALAMO","20.62577","-103.3214","","","17.24","1/10/2017 7:55:00 PM"
"6030","PL/3486/EXP/ES/2015","GASOLINERA DIECIOCHO DE MARZO S.A.","AV JESUS GONZALEZ GALLO N 3250","45500","EL ALAMO","20.62577","-103.3214","16.52","","","1/10/2017 7:57:00 PM"
"6030","PL/3486/EXP/ES/2015","GASOLINERA DIECIOCHO DE MARZO S.A.","AV JESUS GONZALEZ GALLO N 3250","45500","EL ALAMO","20.62577","-103.3214","","18.4","","1/10/2017 8:00:00 PM"
"6031","PL/4131/EXP/ES/2015","ELENA RAMIREZ RAMIREZ","BLVD. MORELOS  S/N","88630","COL. ANZALDUAS ","26.08184","-98.27948","15.8","","","1/15/2017 4:43:00 PM"
"6032","PL/3238/EXP/ES/2015","GASOLINERA JUAREZ Y COMPA%IA  SA DE CV","CALZADA DE GUADALUPE N 1195","78340","SAN JUAN DE GUADALUPE","22.13491","-100.9703","15.81","17.73","",""
"6033","PL/4262/EXP/ES/2015","SERVICIO DE GASOLINERIA LEPACABA  SA DE CV","CARRETERA TAMPICO-MANTE KM. 23.89 NUMERO 1312","89600"," REVOLUCION OBRERA","22.4146","-97.93737","15.37","17.14","16.44",""
"6034","PL/4469/EXP/ES/2015","HIGINIO ARISTARCO PRUDENTE CORONA","CARRETERA CHILPANCINGO-QUECHULTENANGO KM 39","39250","DOMICILIO CONOCIDO","17.41881","-99.25207","16.59","18.36","17.66",""
"6035","PL/3329/EXP/ES/2015","DEAPRI MULTISERVICIOS  S.A. DE C.V.","BOULEVARD DEMETRIO RUIZ MALERVA NO. 28","92890","JARDINES DE TUXPAN","20.94943","-97.42336","15.48","17.25","16.57","1/26/2017 11:00:00 PM"
"6036","PL/4568/EXP/ES/2015","SERVICIOS CUMBRES  SA DE CV","AV PASEO DE LOS LEONES N 2754","64610","CUMBRES 3 SECTOR","25.71691","-100.3843","16.31","","","1/5/2017 5:08:00 PM"
"6036","PL/4568/EXP/ES/2015","SERVICIOS CUMBRES  SA DE CV","AV PASEO DE LOS LEONES N 2754","64610","CUMBRES 3 SECTOR","25.71691","-100.3843","","18.19","","1/5/2017 5:09:00 PM"
"6037","PL/3217/EXP/ES/2015","HIDROCARBUROS DE LA MIXTECA  S.A. DE C.V.","ITUNDUTIA  JURISDICCION DE LA AGENCIA M. DE PROGRESO","71102","NA","17.05084","-97.56833","16.1","17.87","17.17","1/10/2017 8:47:00 AM"
"6038","PL/4119/EXP/ES/2015","SERVICIO NUEVO MILENIO  SA DE CV","CALLE ORO SUR #618 ESQ. MANUEL ACUNA","32160","BARRIO ALTO","31.73715","-106.4942","15.71","","","1/24/2017 11:58:00 PM"
"6039","PL/4466/EXP/ES/2015","PROVEEDORA DE COMBUSTIBLES  S.A. DE C.V.","BL DIAZ ORDAZ KM 335","66200","LA LEONA","25.67452","-100.4049","16.31","18.19","",""
"6040","PL/4225/EXP/ES/2015","AUTO SERVICIO SAN MARTIN  S.A. DE C.V.","AVENIDA CIPRES NO.415","88757","JOSE LOPEZ PORTILLO","26.03708","-98.27818","15.8","17.46","","1/9/2017 12:00:00 AM"
"6041","PL/3450/EXP/ES/2015","CONSER DE LA LAGUNA  S.A. DE C.V.","ENTRONQUE CARRETERA TORREON-SAN PEDRO NO. 25","27900","NUEVA LINARES DEL SUR","25.76421","-103.2783","16.13","17.9","17.2",""
"6042","PL/3790/EXP/ES/2015","SERVIGAS HEDAL S.A DE C.V.","AVENIDA ADOLFO LOPEZ MATEOS No. 198","92820","OLIMPICA","20.96486","-97.4054","15.48","17.25","16.57",""
"6043","PL/4390/EXP/ES/2015","COMBUSTIBLES DE LEON  S.A. DE C.V.","BOULEVARD AEROPUERTO NO. 2516","37157","RESIDENCIAL SAN JOSE EL ALTO","21.06564","-101.591","16.09","17.86","17.16","1/18/2017 3:45:00 PM"
"6044","PL/4187/EXP/ES/2015","GRUPO SOL DEL GOLFO  S.A. DE C.V.","AVENIDA FONELAS NO. 500","21385","RESIDENCIAL QUINTA DEL REY II ETAPA","32.58092","-115.4714","16.17","17.95","",""
