"PermisoId","NumeroPermiso","RazonSocial","Calle","CodigoPostal","Colonia","Latitud","Longitud","Regular","Premium","Diesel","FechaAplicacion"
"2938","PL/1065/EXP/ES/2015","ESTACIÓN DE SERVICIO ESMERALDA  S.A. DE C.V."," Lazaro Cardenas No.130  San Jose del Quince  El Salto","45696","","20.54134","-103.2834","","","17.26","1/5/2017 1:21:00 PM"
"2938","PL/1065/EXP/ES/2015","ESTACIÓN DE SERVICIO ESMERALDA  S.A. DE C.V."," Lazaro Cardenas No.130  San Jose del Quince  El Salto","45696","","20.54134","-103.2834","","18.41","","1/5/2017 1:22:00 PM"
"2941","PL/1043/EXP/ES/2015","GRUPO GASOLINERO DE HIDALGO  S.A. DE C.V.","Carretera Mex-Laredo Norte km 121.7  Actopan","","","20.28027","-98.96083","15.79","17.56","16.89","1/8/2017 12:00:00 AM"
"2942","PL/1260/EXP/ES/2015","COMBU-EXPRESS  S.A. DE C.V.","Av. Cristóbal Colon No. 660  Centro Zapotlán El Grande  Cd. Guzmán","49000","","19.71863","-103.4601","16.52","18.4","17.24","1/9/2017 9:50:00 AM"
"2943","PL/1078/EXP/ES/2015","SERVICIO CRIMAPA S.A. DE C.V.","Av. Eje Nor Oriente Luis Donaldo Colosio No.99  Local 1   Los Pirules   Celaya","38036","","20.54773","-100.7805","16.09","17.86","17.16",""
"2944","PL/1070/EXP/ES/2015","SERVICIO LA FUENTE S.A. DE C.V.","Carr. México Tuxpan Blvd. Emiliano Zapata No. 516  Col. Los Pinos  Tulancingo De Bravo","43612","","20.09499","-98.36249","15.79","17.56","16.89",""
"2945","PL/917/EXP/ES/2015","Servicio Miraloma  S.A. de C.V","Av. Pablo Livas No.2520  Col. Mirador de la Silla  Guadalupe","67180","","25.66877","-100.2346","16.31","18.19","",""
"2946","PL/1298/EXP/ES/2015","UNIDAD DE GASOLINERAS  S.A. DE C.V.","Av. Universidad 602 Int. 5  Col. Unidad Ganadera","20130","","21.90746","-102.3108","16.16","17.93","","1/6/2017 5:15:00 PM"
"2947","PL/1265/EXP/ES/2015","COMBU-EXPRESS  S.A. DE C.V.","Carretera Federal Querétaro-Celaya Km. 28.5 s/n  s/c  Apaseo El Alto ","38500","","20.46343","-100.6284","16.09","17.86","17.16","1/9/2017 10:01:00 AM"
"2948","PL/980/EXP/ES/2015","Servicio Nevada S.A. de C.V.","Carretera México-Huixquilucan  Número 1083  Lote 3  Mz 41  Colonia Las Canteras","52783","","19.42759","-99.2693","16.27","18.14","17.01",""
"2949","PL/913/EXP/ES/2015","GASOLINERA SERVITEC  S.A DE C.V","Paseo del Tecnológico  Esq. División del Norte No. 100   Torreón","27276","","25.51788","-103.3938","16.13","17.9","",""
"2950","PL/1233/EXP/ES/2015","ROBERTO SÁNCHEZ ROCHA","Avenida Eje Juan Pablo II No. 1071  Ex Hacienda Sta. María del Refugio  Celaya","38010","","20.49691","-100.8393","16.09","17.86","17.16","1/6/2017 4:15:00 PM"
"2953","PL/1212/EXP/ES/2015","SERVICIO JACALA S.A. DE C.V.","Carretera México-Laredo Km. 175.66  Col. Centro  Agua Fría Grande  Jacala de Ledezma","42200","","20.9778","-99.2128","16.4","18.17","17.49","1/28/2017 11:40:00 AM"
"2954","PL/918/EXP/ES/2015","Inmobiliaria Tepepan  S.A. de C.V.","Col. La Noria  Delegación Xochimilco","16030","","19.26617","-99.12668","16.33","18.2","17.07",""
"2956","PL/1214/EXP/ES/2015","GASO VIALPAR  S.A. DE C.V.","Av. Miguel de Cervantes Saavedra No. 102  Col.Lomas de Arbide  León","37368","","21.12446","-101.706","16.09","17.86","",""
"2957","PL/1109/EXP/ES/2015","ORGANIZACIÓN LA LUNA  S.A. DE C.V.","Carr. Guadalajara - Barra De Navidad No. 236   San Miguel  Cocula","48500","","20.3809","-103.8158","16.52","18.4","17.24",""
"2958","PL/1093/EXP/ES/2015","Servicio Teques  S.A. de C.V.","Carr. Alpuyeca-Jojutla km 4.5  Centro Xoxocotla  Puente de Ixtla","62660","","18.69039","-99.25037","15.93","17.7","17",""
"2959","PL/1226/EXP/ES/2015","Servicio Agua Azul  S.A. de C.V.","Carretera Lago de Guadalupe kilómetro 1 manzana 124 lote 3 sin número  Colonia San Miguel Xochimanga  Atizapán de Zaragoza","52927","","19.57963","-99.21471","16.27","18.14","",""
"2960","PL/914/EXP/ES/2015","GASOLINERA RODEL  S.A. DE C.V.","Carretera Internacional Km. 1173 s/n  Colonia Corral de Piedra San Cristobal de las Casas","29299","","16.71291","-92.61842","15.73","17.5","16.8",""
"2961","PL/1023/EXP/ES/2015","Servicio la Montañesa  S.A. de C.V.","Av. Alfredo del Mazo Mz.20 No.71   Villa de Guadalupe Xalostoc  Ecatepec de Morelos","55339","","19.51636","-99.06361","16.32","18.2","17.07",""
"2962","PL/1187/EXP/ES/2015","SERVICIO GASOLINERO ABASTOS DE IRAPUATO SA DE CV","Blvd. Mariano J. García No.325   Col. Las Carmelitas  Irapuato","36595","","20.65491","-101.3628","16.14","17.92","17.22",""
"2964","PL/1009/EXP/ES/2015","COMBU-EXPRESS  S.A. DE C.V.","Libramiento Carretero Sur-Poniente No. 143   Zapotlán El Grande","49000","","19.68044","-103.4776","16.52","18.4","17.24","1/9/2017 9:43:00 AM"
"2965","PL/1154/EXP/ES/2015","GASOLINERA SERVICIO CARRANZA  S.A. DE C.V.","Emilio Carranza No. 790  Emilio Carranza  Acambaro","38680","","20.03956","-100.7038","16.09","17.86","17.16",""
"2966","PL/1252/EXP/ES/2015","COMBU-EXPRESS  S.A. DE C.V.","Av. Constituyentes No. 279  Col. Centro  Celaya","38090","","20.51008","-100.81","16.09","17.86","17.16","1/9/2017 10:19:00 AM"
"2967","PL/966/EXP/ES/2015","GASOLINERIA VILLACORZO  S.A. DE C.V.","Carretera Villacorzo-Revolución Mexicana Kilómetro 0  Sin Número  Centro  Villacorzo","30520","","16.18323","-93.26956","15.73","17.5","16.8",""
"2969","PL/1021/EXP/ES/2015","GASOACT  S.A. DE C.V.","Pensador Mexicano No. 61  Centro Norte Actopan","42500","","20.27552","-98.94063","15.79","17.56","16.89","1/8/2017 12:00:00 AM"
"2970","PL/1056/EXP/ES/2015","Gasolinería Toluca   S. A. de C. V.","Av. José López Portillo No. 1201  San Mateo Otzacatipan  Toluca ","50220","","19.34932","-99.59152","15.97","17.74","17.04",""
"2971","PL/1146/EXP/ES/2015","SEVIOR S.A DE C.V.","Carretera Libramiento Villagrán-Juventino Rosas  s/n  Colonia El Pintor  Villagrán ","38260","","20.51309","-100.9553","16.09","17.86","17.16",""
"2973","PL/1178/EXP/ES/2015","RAMFLO  S.A. DE C.V.","Blvd. Francisco Villa No. 2411  León  León","37235","","21.13799","-101.642","16.09","17.86","",""
"2974","PL/1139/EXP/ES/2015","AXIOMA CONSTRUCCIONES  S. A. DE C. V.","Paseo de la Esmeralda Nte. No. 1  Frac. Joyas de Cuautitlán","54803","","19.68496","-99.14896","16.27","18.14","17.01",""
"2975","PL/952/EXP/ES/2015","GASOLINERA EL RUEDO  S.A. DE C.V.","Calzada Vallejo No. 510  Col. Prohogar  Azcapotzalco","2600","","19.47433","-99.14684","16.27","18.14","17.01",""
"2976","PL/1293/EXP/ES/2015","BECKTROP OPERADORA SA DE CV","Av. Ruta Matamoros No. 10449 Col. Matamoros","22234","","32.49379","-116.8828","16.04","17.81","17.16",""
"2977","PL/989/EXP/ES/2015","Solo Gas  S.A. de C.V.","Avenida Monte Horeb No.100  Col. Monte Horeb  Municipio de General Escobedo","66050","","25.79759","-100.3387","16.31","18.19","17.03","1/5/2017 2:30:00 PM"
"2978","PL/1149/EXP/ES/2015","SERVICIO EXPRESS DEL BAJIO  S.A. DE C.V.","Carr. Comonfort - Celaya No. 112  Comonfort","","","20.699","-100.7527","16.09","17.86","17.16",""
"2980","PL/1270/EXP/ES/2015","COMBU-EXPRESS  S.A. DE C.V.","Av. Tecnológico No. 699-G  Col. Cd. Industrial  Celaya","38010","","20.55188","-100.822","16.09","17.86","17.16","1/9/2017 10:08:00 AM"
"2983","PL/1049/EXP/ES/2015","GASOLINERAS DEL CENTRO S.A. DE C.V.","Blvd. Adolfo López Mateos No.2513","37280","","21.10619","-101.6405","16.09","17.86","17.16",""
"2984","PL/959/EXP/ES/2015","COMBU-EXPRESS  S.A. DE C.V.","Carretera Guadalajara-Nogales No. 6755  Col. San Juan de Ocotan  Zapopan","45010","","20.71805","-103.4839","16.53","18.41","17.26","1/9/2017 9:23:00 AM"
"2986","PL/1305/EXP/ES/2015","UNIDAD DE GASOLINERAS  S.A. DE C.V.","Av. Tecnológico 125  Ejido Salto Ojo Caliente","20263","","21.87104","-102.2514","16.16","17.93","17.23","1/6/2017 5:15:00 PM"
"2988","PL/950/EXP/ES/2015","GASOLINERIA SERVICIO MINI EXPRESS  S.A DE C.V.","Carretera Acámbaro-Morelia Km.1   s/n   Col. Everardo Morales  Municipio de Acámbaro","38670","","20.00397","-100.7303","16.09","17.86","17.16",""
"2989","PL/1086/EXP/ES/2015","SERVICIO ARANDAS S.A. DE C.V.","Blvd. Paseo De La Solidaridad No. 15342  Ejido Lo De Juárez   Irapuato","36821","","20.71417","-101.3493","16.14","17.92","17.22",""
"2990","PL/1152/EXP/ES/2015","Servicio Cancún de Durango  S.A. de C.V.","Av. Durango No. 913  Jardines de Cancún","34167","","24.01261","-104.623","16.27","18.04","17.28",""
"2991","PL/1008/EXP/ES/2015","COMBU-EXPRESS  S.A. DE C.V.","Calzada Madero y Carranza No. 504  Col. Centro  Zapotlán El Grande","49000","","19.70312","-103.4794","16.52","18.4","17.24","1/9/2017 9:44:00 AM"
"2992","PL/1094/EXP/ES/2015","ESTACIÓN DE SERVICIO BONANZA S.A. DE C.V.","Av. Lázaro Cárdenas Del Rio No 319  Michinelas  Celaya","38090","","20.4783","-100.8092","16.09","17.86","17.16",""
"2993","PL/1063/EXP/ES/2015","PERSIMOBILE S.A. DE C.V.","Av. Ing. Eduardo Molina No. 422  Ampliación Michoacana   Venustiano Carranza","15250","","19.44769","-99.11136","16.32","18.19","",""
"2994","PL/1292/EXP/ES/2015","COMBUSTIBLES TRICENTENARIO S.A. DE C.V.","Av. Lat de la Juventud No.1101  Col. Campesina Nueva","31410","","28.60256","-106.1046","16.12","18.08","17.39",""
"2995","PL/1303/EXP/ES/2015","UNIDAD DE GASOLINERAS  S.A. DE C.V.","Jacinto López Bravo 101  Villa Ntra. Sra Asunción","20120","","21.92773","-102.2674","16.16","17.93","17.23","1/6/2017 5:15:00 PM"
"2996","PL/993/EXP/ES/2015","SERVICIO LA SIERRA SA DE CV","Av. Zarco y Ricardo Flores Magón s/n  Col. Zarco","31020","","28.61197","-106.0918","16.12","18.08","17.39",""
"2997","PL/1274/EXP/ES/2015","COMBU-EXPRESS  S.A. DE C.V.","Entronque Carretera Silao-Romita-Trejo S/N  Col. Valle de Ruesga  Silao","36100","","20.93829","-101.4351","16.14","17.92","17.22","1/9/2017 10:30:00 AM"
"2998","PL/1082/EXP/ES/2015","Super Servicio Canatlán  S.A. de C.V.","Mariano Escobedo No.  304  Zona Centro  Canatlán","34450","","24.52555","-104.7765","16.27","18.04","17.28",""
"2999","PL/1104/EXP/ES/2015","PETROCAR S.A. DE C.V.","Blvd. Enrique Carrola Antuna No.1242 Ote   Jose Guadalupe Rodriguez   Victoria De Durango","34280","","24.02156","-104.6252","16.27","18.04","",""
"3000","PL/1311/EXP/ES/2015","SOLUGAS SOLUCIONES EN GASOLINERAS  S.A. DE C.V.","La Loma No.1525  Villa la Loma  Zapopan","45130","","20.77711","-103.4563","16.53","18.41","17.26",""
"3001","PL/1117/EXP/ES/2015","Combustibles Sombrerete  S. A. de C. V.","Carretera Panamericana Km.826  Sombrerete","99100","","23.64375","-103.6257","16.4","18.17","17.49",""
"3002","PL/1024/EXP/ES/2015","Servicios Energéticos Mexiquenses  S.A. de C.V.","Blvd. Miguel Aleman No.407 San Pedro Totoltepec   Toluca","50200","","19.28758","-99.57431","15.97","17.74","17.04",""
"3003","PL/1028/EXP/ES/2015","DAMG  S.A. DE C.V.","Prolongación Efren Rebolledo No. 344  Los Olivos Actopan","42500","","20.28471","-98.9445","15.79","17.56","","1/8/2017 12:00:00 AM"
"3004","PL/1068/EXP/ES/2015","NX LA PAZ  S.A DE C.V.","Carretera  Querétaro-San Luis Potosi Km. 87.740  San  Luis De La Paz","37900","","21.29385","-100.5931","16.02","17.79","17.09",""
"3006","PL/1114/EXP/ES/2015","Servicio Montecarlo  S. A. de C. V.","Autopista Mex.- Acapulco Km.  84 - B  Col. Antonio Barona  Cuernavaca","62320","","18.95725","-99.20295","15.93","17.7","17",""
"3007","PL/1096/EXP/ES/2015","SERVICIO BENITO  S.A. DE C.V.","Prol. Vicente Guerrero No. 100  San Antonio  Vicente Guerrero","34892","","23.74037","-103.9847","16.27","18.04","17.28",""
"3008","PL/1143/EXP/ES/2015","SERVICIO CHAMACUERO SA DE CV","Carretera Salida a Celaya No.2","38200","","20.7195","-100.7593","16.09","","17.16",""
"3009","PL/1322/EXP/ES/2015","Servicio Guadalupe Victoria   S. A. de C. V.","Via José López portillo No. 100  Guadalupe Victoria  Ecatepec","55010","","19.61816","-99.06559","16.32","18.2","",""
"3010","PL/1073/EXP/ES/2015","MABALE COMBUSTIBLES  S.A. DE C.V.","Av. República Del Salvador  No. Ext. 172   Bóvedas  Atotonilco De Tula","54240","","20.01196","-99.22155","15.83","","16.92",""
"3011","PL/1202/EXP/ES/2015","ESTACION PALMA GORDA SA  DE CV","Hualula  No.13  Col. Las Águilas  Mineral de la Reforma","42181","","20.08002","-98.74578","15.79","17.56","16.89","1/9/2017 4:00:00 PM"
"3012","PL/1199/EXP/ES/2015","GASOLINERA TOCUILA  S.A. DE C..V","Carretera Texcoco-Ecatepec  Tramo San Bernardino  Km. 22.5  San Miguel Tocuila  Texcoco","56208","","19.5233","-98.89745","16.32","18.2","17.07",""
"3013","PL/947/EXP/ES/2015","GASOLINERA GUADALAJARA  S.A. DE C.V.","Dr. R. Michel No. 300 Col. Las Conchas  Guadalajara","44460","","20.66231","-103.346","16.52","18.4","17.24",""
"3015","PL/1177/EXP/ES/2015","COMBUSTIBLES GUADALAJARA  S.A. DE C.V.","Niños Heroes No. 2386  Barrera  Guadalajara","44100","","20.667","-103.3771","16.52","18.4","",""
"3016","PL/1262/EXP/ES/2015","COMBU-EXPRESS  S.A. DE C.V.","Blvd. Posadas Ocampo No. 1102  Oriente Salvatierra ","38900","","20.22101","-100.8621","16.09","17.86","17.16","1/9/2017 10:28:00 AM"
"3019","PL/970/EXP/ES/2015","NORMA PATRICIA ALVARADO TRUJILLO","Carretera Tuxtla- Villaflores Km. 66  Col. Jesús María Garza  Villaflores","30493","","16.38583","-93.28307","15.73","","16.8",""
"3024","PL/1130/EXP/ES/2015","ESTACIÓN DE SERVICIOS EL CAPULÍN  S. A. DE C. V.","Carretera San José Iturbide - Tierra blanca  km 5.5  Entronque Santa Anita  San José Iturbide","37991","","21.02361","-100.3398","16.02","17.79","17.09",""
"3025","PL/1200/EXP/ES/2015","SERVICIO PIONEROS S.A. DE C.V.","Carretera Estatal Pénjamo-La Estación Km.1.5  Pénjamo","36900","","20.4086","-101.7059","16.14","17.92","17.22",""
"3027","PL/987/EXP/ES/2015","PEDRO AURELIANO MIER Y CONCHA BALTAZAR","Carretera Tuxtla-Villaflores  Kilómetro  84.5  Col. La Concepción  Villaflores","30470","","16.27289","-93.27979","15.73","17.5","16.8",""
"3028","PL/1120/EXP/ES/2015","CORPORATIVO DE COMBUSTIBLES  S. A. DE C. V.","Niños Héroes No. 100  Comunidad de Parra Cortazar","38480","","20.4561","-101.0039","16.09","","17.16",""
"3030","PL/1106/EXP/ES/2015","SERVICIOS ENERGÉTICOS DEL BAJÍO S.A. DE C.V.","Av. Faja De Oro  No.803  San Roque Salamanca","36740","","20.57933","-101.2054","16.14","17.92","",""
"3033","PL/1136/EXP/ES/2015","NOVOGAS BARCRIS  S. A. DE C. V.","Carretera Celaya - San Miguel Allende Km 8.5  San Juan de la Vega","38100","","20.62555","-100.7869","16.09","17.86","17.16",""
"3036","PL/1122/EXP/ES/2015","Luz María Olvera Acevedo","Carretera salida a Chalchihuites Km. 1.3  Sombrerete","99100","","23.60902","-103.636","16.4","18.17","17.49",""
"3037","PL/1140/EXP/ES/2015","EL PABELLÓN MEXICANO  S. A. DE C. V.","Canal de San Juan No. 6  Colonia Tepalcates  Delegación Iztapalapa","9210","","19.39715","-99.05779","16.32","18.19","17.05","1/9/2017 3:50:00 PM"
"3040","PL/1128/EXP/ES/2015","ESTACIÓN DE SERVICIO SAN JOSÉ  S. A. DE C. V.","Carretera Querétaro - San Luis Potosí  Km 45+800  Colonia Cerrito del Arenal  San José Iturbide","37980","","20.97004","-100.4303","16.02","17.79","17.09",""
"3041","PL/958/EXP/ES/2015","COMBU-EXPRESS  S.A. DE C.V.","Av. Manuel Ávila Camacho No. 460  Magdalena","46470","","20.90965","-103.9674","16.52","18.4","17.24","1/9/2017 9:27:00 AM"
"3042","PL/944/EXP/ES/2015","SUPER SERVICIO SAN MIGUEL ARCANGEL S.A DE C.V. ","Prolongación Zaragoza s/n  Col. Centro  Tarimoro","38700","","20.28677","-100.7617","16.09","17.86","17.16",""
"3043","PL/1007/EXP/ES/2015","COMBU-EXPRESS  S.A. DE C.V.","Av. Gobernador Ing. Alberto Cárdenas Jiménez No. 692  Col. Centro  Zapotlán El Grande","49000","","19.6921","-103.4685","16.52","18.4","17.24","1/9/2017 9:30:00 AM"
"3045","PL/1259/EXP/ES/2015","COMBU-EXPRESS  S.A. DE C.V.","Libramiento Sur Poniente No. 1060   Zapotlán El Grande  Cd. Guzmán ","49000","","19.70174","-103.4867","16.52","18.4","17.24","1/9/2017 9:47:00 AM"
"3046","PL/1210/EXP/ES/2015","FEMAL S.A. DE C.V.","Blvd. José Ma. Chávez No.1907  Prados de Villasunción  Aguascalientes","20280","","21.84751","-102.2919","16.16","17.93","17.23",""
"3048","PL/1112/EXP/ES/2015","SERVICIO MITA BONFIL  S. A. DE C. V.","Ramón G. Bonfil  No.1915  Col. San Pedro Nopancalco  Pachuca","42084","","20.08021","-98.78745","15.79","17.56","",""
"3049","PL/1194/EXP/ES/2015","SERVICIO FORRES SA DE CV ","Libramiento Sur No.105  Esquina Veracruz   Col. Barrio el Llano  San Francisco del Rincón","36390","","20.99778","-101.8567","16.09","17.86","17.16",""
"3050","PL/1150/EXP/ES/2015","SERVICIO EXPRESS DEL BAJIO  S.A. DE C.V.","Carr. Irapuato - Abasolo No. 3930-A  Purisima del Jardín","36820","","20.64514","-101.378","16.14","17.92","17.22",""
"3051","PL/1062/EXP/ES/2015","Grupo Inmobiliario Baybarr S.A. de C.V.","Blvd. Diaz Ordaz No.17160  Zona del Ferrocarril  Tijuana","22436","","32.46458","-116.9288","16.04","17.81","",""
"3052","PL/1277/EXP/ES/2015","COMBU-EXPRESS  S.A. DE C.V.","Guadalupe Victoria No. 379  Col. Centro Autlan de Navarro","48900","","19.76312","-104.3678","16.4","18.17","17.49","1/9/2017 9:48:00 AM"
"3053","PL/1268/EXP/ES/2015","COMBU-EXPRESS  S.A. DE C.V.","Carr. Estatal Irapuato - Cueramaro Km. 4.5  San Javier Irapuato Guanajuato","36835","","20.66396","-101.4344","16.14","17.92","17.22","1/9/2017 10:17:00 AM"
"3054","PL/1110/EXP/ES/2015","GRUPO DISTRIBUIDOR ASOCIADO DE ENERGÉTICOS  S. A. DE C. V.","Av. Patriotismo No. 191  Col. Escandón","11800","","19.39737","-99.18058","16.33","18.2","",""
"3056","PL/1059/EXP/ES/2015","Servicio Ademe S.A. de C.V.","Av. 510 No.340  San juan de Aragon  Gustavo A. Madero","7950","","19.46504","-99.08414","16.33","18.2","",""
"3057","PL/1253/EXP/ES/2015","COMBU-EXPRESS  S.A. DE C.V.","Eje Vial Nor Poniente Manuel J. Clouthier No. 728 Rancho La Soledad  Celaya","38020","","20.52746","-100.848","16.09","17.86","17.16","1/9/2017 9:54:00 AM"
"3058","PL/1101/EXP/ES/2015","SERVICIO RINCONADA S.A. DE C.V.","Carr. Jesús Maria A Valladolid Km. 2.6  Jesús Maria","20900","","21.98946","-102.3351","16.4","18.17","17.49",""
"3059","PL/1111/EXP/ES/2015","SERVICIO RINCONADA  S. A. DE C. V.","Carr. Ribier - San Marcos km. 5+566  San Francisco de los Romo","20358","","21.9834","-102.2451","16.16","17.93","17.23",""
"3060","PL/1138/EXP/ES/2015","Servicio Periférico Arenal  S. A. de C. V.","Periférico Sur 4991  Col. Tepepan","14646","","19.28233","-99.14298","16.33","18.2","",""
"3061","PL/1020/EXP/ES/2015","Servicio Gomasa  S.A. de C.V.","Blvd. Emiliano Zapata No.45 H  San Pedro Xalostoc  Ecatepec de Morelos.","55310","","19.52521","-99.08173","16.32","18.2","17.07",""
"3063","PL/1033/EXP/ES/2015","Turismo Contreras S.A. de C.V.","Carretera Tarimoro - Cerro Prieto km. 2   Tarimoro ","38700","","20.30581","-100.77","16.09","17.86","17.16",""
"3064","PL/1306/EXP/ES/2015","UNIDAD DE GASOLINERAS  S.A. DE C.V.","Carr. A Norias de Ojocaliente 102  Vistas de Oriente","20196","","21.87516","-102.2423","16.16","17.93","17.23","1/6/2017 5:20:00 PM"
"3065","PL/983/EXP/ES/2015","COMBUSTIBLES MB DE LA COSTA  S.A. DE C.V.","Carretera Arriaga-Huixtla (México 200D)  s/n  Tramo Arriaga-Tonalá Km. 50+570   Ejido Calera  Arriaga","30450","","16.21192","-93.85916","15.74","17.51","16.81",""
"3066","PL/1227/EXP/ES/2015","AUTO ESTACIÓN INDUSTRIAL  S.A. DE C.V.","Avenida Madero Oriente No. 5330  Ciudad Industrial  Morelia","58200","","19.72068","-101.1482","16.14","17.91","17.21",""
"3067","PL/1013/EXP/ES/2015","Servicios Energeticos de Tizayuca  S.A. de C.V.","Av Ejercito Mexicano No. 93  Col. Bo. Nacozari  Tizayuca","43800","","19.84018","-98.97259","15.79","17.56","16.89",""
"3068","PL/1254/EXP/ES/2015","COMBU-EXPRESS  S.A. DE C.V.","Av. Constituyentes No. 296  Jacarandas  Celaya","38090","","20.50978","-100.8188","16.09","17.86","17.16","1/9/2017 10:02:00 AM"
"3069","PL/1045/EXP/ES/2015","LA UNICA GASOLINERA SANTAMARIA  S.A. DE C.V. ","Calz. Rey Irepan Ote No.101   Centro   Altamirano","40660","","18.35612","-100.6689","16.59","18.36","17.66",""
"3071","PL/1038/EXP/ES/2015","SERVICIOS HUICHAPAN  S.A. DE C.V.","Pedro María Anaya No. 56  Huichapan","42400","","20.36569","-99.64865","15.79","17.56","",""
"3073","PL/1229/EXP/ES/2015","Servicio Consulado  S.A. de C.V.","Rupias N°100  Aquiles Serdan  Venustiano Carranza","15870","","19.45041","-99.09222","16.32","18.19","",""
"3074","PL/972/EXP/ES/2015","GRUPO GASOLINERO TREBOL PACIFICO S.A DE C.V","Calle 4a  Av. Sur Ote.  Esq. 3a. Sur  s/n  Barrio San Jose  Pijijiapan","30540","","15.67459","-93.21095","15.74","17.51","16.81",""
"3075","PL/1039/EXP/ES/2015","DIGEPE  S.A. DE C.V.","Calz. de la Estación No.116  Zona Centro  Esq. Libramiento a Dolores San Miguel de Allende","","","20.91522","-100.7626","16.09","17.86","17.16",""
"3076","PL/1173/EXP/ES/2015","Servicio Boturini  S.A. de C.V.","Lorenzo Boturini No. 479  Lorenzo Boturini  Venustiano Carranza","15820","","19.41658","-99.1217","16.32","18.19","17.06",""
"3078","PL/1036/EXP/ES/2015","DIGEPE  S.A. DE C.V.","Carretera San Miguel de Allende - Dolores Hidalgo Km. 14  San Miguel de Allende ","","","21.02279","-100.7905","16.09","17.86","17.16",""
"3080","PL/1041/EXP/ES/2015","DAMG  S.A. DE C.V.","El Calvario No.111  Centro. San Salvador ","42640","","20.2833","-99.01663","15.79","","16.89","1/8/2017 12:00:00 AM"
"3081","PL/1267/EXP/ES/2015","COMBU-EXPRESS  S.A. DE C.V.","Eje Nor-Poniente Esq. Manuel J. Clouthier No. 502  Exhacienda de San Juanico  Celaya","38020","","20.53889","-100.8455","16.09","17.86","17.16","1/9/2017 10:12:00 AM"
"3082","PL/1312/EXP/ES/2015","SUPER SERVICIO POZA RICA  S.A.","Av. Tata Vasco No. 529  Col. Centro  Morelia","58000","","19.70521","-101.1778","16.14","17.91","17.21",""
"3086","PL/1183/EXP/ES/2015","MEGA GASOLINERAS  S.A. DE C.V.","Blvd. Francisco Villa Sur No. 713  Ek Tlacuache  León","E37480","","21.10156","-101.6606","16.09","17.86","17.16",""
"3087","PL/1276/EXP/ES/2015","COMBU-EXPRESS  S.A. DE C.V.","Mariano J. García No.335  Col. San Miguelito 1  Irapuato","36557","","20.67175","-101.3749","16.14","17.92","","1/9/2017 10:15:00 AM"
"3088","PL/995/EXP/ES/2015","Corta Gas S.A. de C.V.","Boulevar Paseo de la Juventud No.200  Col. Centro  Cortazar","38300","","20.48971","-100.9646","16.09","17.86","17.16",""
"3089","PL/1015/EXP/ES/2015","Servicios Energeticos de Zumpango  S.A. de C.V.","Paseo Constituyentes No.1175  Ejido los Olvera Pueblito El Corregidora","76180","","20.55431","-100.4206","16.02","17.79","17.09",""
"3090","PL/1261/EXP/ES/2015","COMBU-EXPRESS  S.A. DE C.V.","Blvd. Costero Miguel De La Madrid No. 15000  Fracc. Olas Altas Santiago  Manzanillo ","28860","","19.11943","-104.3629","15.95","17.71","17.02","1/9/2017 9:41:00 AM"
"3091","PL/1246/EXP/ES/2015","COMBU-EXPRESS  S.A. DE C.V.","Abasolo N. 297  Centro  Celaya","38000","","20.52175","-100.8231","16.09","17.86","","1/9/2017 10:06:00 AM"
"3092","PL/1067/EXP/ES/2015","SEVIBA S.A. DE C.V.","Prol. Av. Irrigación No 507   Cuauhtemoc  Celaya","38080","","20.53603","-100.7848","16.09","17.86","17.16",""
"3093","PL/1131/EXP/ES/2015","EL MOYOTE  S. A. DE C. V.","Av. 20 de Noviembre 1200 Ote  Colonia Guillermina  Durango","34270","","24.02798","-104.6495","16.27","18.04","17.28",""
"3094","PL/1083/EXP/ES/2015","ENERGÉTICOS Y SERVICIOS S.A. DE C.V.","Carr. Pachuca-Tulancingo  Km. 35 + 830  Segundas Lajas Singuilucan","43780","","20.05484","-98.45954","15.79","17.56","16.89",""
"3095","PL/1301/EXP/ES/2015","UNIDAD DE GASOLINERAS  S.A. DE C.V.","Av Los Maestros 2703  Nueva España","20210","","21.85626","-102.3164","16.16","17.93","","1/6/2017 5:15:00 PM"
"3096","PL/1191/EXP/ES/2015","MEGA GASOLINERAS S.A DE C.V","Blvd. Adolfo López Mateos No. 2104  Julián de Obregón  León","37290","","21.11008","-101.6464","16.09","17.86","17.16",""
"3097","PL/1209/EXP/ES/2015","SERVICIO RENACIMIENTO S.A. DE C.V.","Boulevard Adolfo López Mateos No.1505 Pte  Col. Renacimiento  Celaya","38040","","20.51939","-100.8344","16.09","17.86","",""
"3098","PL/1074/EXP/ES/2015","Estación de Servicio El Refugio S.A. de C.V.","Carr. Atitalaquia - Apaxco No. 37   Centro El Refugio  Atotonilco de Tula","42980","","20.01306","-99.19469","15.83","17.6","16.92",""
"3099","PL/1159/EXP/ES/2015","SERVICIO VAZQUEZ GALINDO  S.A. DE C.V.","Blvd. Del Guadiana No. 800  Fracc. Jacarrandas  Durango","34106","","23.99997","-104.7008","16.27","18.04","17.28",""
"3100","PL/1006/EXP/ES/2015","Grupo Macruz S.A. de C.V.","Avenida 16 de Septiembre No. 60  Col. San Francisco Cuautlalpan  Naucalpan de Juárez","53569","","19.46206","-99.21472","16.27","18.14","17.01",""
